Id,Name
cf0e8046-9c35-11e5-a46e-001eecc1ca2a,V.A
d420fcc6-9c35-11e5-90b9-001eecc1ca2a,Thanh Sử
d89b816e-9c35-11e5-9549-001eecc1ca2a,Lệ Quyên
dc202b7a-9c35-11e5-b7fe-001eecc1ca2a,The Men
ddc3bd0c-9c35-11e5-8c88-001eecc1ca2a,Bằng Cường
e1e634b0-9c35-11e5-9c43-001eecc1ca2a,Lê Hiếu
e32e0a1c-9c35-11e5-ab7b-001eecc1ca2a,Nam Khánh
e404c0ac-9c35-11e5-a03c-001eecc1ca2a,Cao Thái Sơn
e45e730c-9c35-11e5-a0ce-001eecc1ca2a,Hiền Thục
e53b1c28-9c35-11e5-b043-001eecc1ca2a,Minh Vương M4U
http://www.nhaccuatui.com/nghe-si-chuong-dan.html,Chương Đan
http://www.nhaccuatui.com/nghe-si-kiwi-ngo-mai-trang.html,Kiwi Ngô Mai Trang
f930fb7e-9c35-11e5-b6c3-001eecc1ca2a,Vy Oanh
fc39f7b0-9c35-11e5-a3a7-001eecc1ca2a,Anh Quốc
http://www.nhaccuatui.com/nghe-si-cao-my-kim.html,Cao Mỹ Kim
fddf6cf4-9c35-11e5-9802-001eecc1ca2a,Bùi Anh Tuấn
http://www.nhaccuatui.com/nghe-si-bang-kieu.html,Bằng Kiều
http://www.nhaccuatui.com/nghe-si-hong-nhung.html,Hồng Nhung
08e89c24-9c36-11e5-8609-001eecc1ca2a,Đinh Ứng Phi Trường
0942709c-9c36-11e5-8073-001eecc1ca2a,Dương Ngọc Đàm
http://www.nhaccuatui.com/nghe-si-vinh-thuyen-kim.html,Vĩnh Thuyên Kim
http://www.nhaccuatui.com/nghe-si-duong-ngoc-dam.html,Dương Ngọc Đàm
10ed52e4-9c36-11e5-9f8e-001eecc1ca2a,Hứa Thành Long
1463c6e2-9c36-11e5-858d-001eecc1ca2a,Tuấn Hưng
17972f98-9c36-11e5-8290-001eecc1ca2a,Thảo Lê
1a9e5fa8-9c36-11e5-99b0-001eecc1ca2a,Chí Thiện
1e00d542-9c36-11e5-b447-001eecc1ca2a,Nam Cường
http://www.nhaccuatui.com/nghe-si-thuy-tien.html,Thủy Tiên
26a56c54-9c36-11e5-9d99-001eecc1ca2a,V.Music
26fc5b2c-9c36-11e5-801e-001eecc1ca2a,Ngô Kiến Huy
274f599c-9c36-11e5-b5bb-001eecc1ca2a,Quang Hà
http://www.nhaccuatui.com/nghe-si-thanh-thao.html,Thanh Thảo
283919c0-9c36-11e5-baf3-001eecc1ca2a,Khánh Phương
http://www.nhaccuatui.com/nghe-si-quang-dung.html,Quang Dũng
29d8e89a-9c36-11e5-bdff-001eecc1ca2a,Hồ Ngọc Hà
http://www.nhaccuatui.com/nghe-si-lam-nhat-tien.html,Lâm Nhật Tiến
2f111fdc-9c36-11e5-b66b-001eecc1ca2a,Hòa Mi
2f73aa24-9c36-11e5-9133-001eecc1ca2a,Bảo Thy
http://www.nhaccuatui.com/nghe-si-nguyen-hong-thuan.html,Nguyễn Hồng Thuận
